position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
99	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	O-Biidlh9JA	2016-12-22T16:02:49.000Z	2016-12-22 17:02:49	Donald Trump Loves Wikileaks	Please share this video so other people can WAKE UP TO THE TRUTH! Thank you for watching and god bless this great nation! --------- The NSA is watching you. Learn an easy way you can stop them before its too late. Link: http://tinyurl.com/NSA-IS-watching-you --------- Click here to get a free survival flashlight: Link: http://tinyurl.com/FLASHLIGHTFREE2016 --------- EXPOSED: The church is involved in Obama's biggest cover up Link: http://tinyurl.com/ObamaWantsToHideThis2016 --------- Click here to get a free survival knife: http://tinyurl.com/FreeSurvivalKnife2016S --------- Trump tells us a dark secret about the economy! Link: http://tinyurl.com/Trump-TellsASecret ---------	25	News & Politics	PT6M50S	410	2d	sd	false		0	0	0	0	0
100	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	pzeU7-wguzw	2016-12-22T16:24:44.000Z	2016-12-22 17:24:44	Full Speech: Donald Trump THANK YOU Rally in Hershey, Pennsylvania (12/15/2016) Trump Live Speech	Watch Live: President-Elect Donald Trump Rally in Hershey, Pennsylvania (12/15/2016) - Donald Trump Kicks Off Victory Tour in Hershey, PA - DONALD TRUMP Hershey LIVE - Trump Live Hershey Speech - THANK YOU Rally Victory Tour Join President-Elect Donald J. Trump and Vice President-Elect Mike Pence for the USA Thank You Tour 2016 at the Giant Center. - THURSDAY, DECEMBER 15, 2016 - HERSHEY, PA Donald J. Trump & Governor Mike Pence Giant Center 7:00 PM Donald Trump Speech in Hershey, Pennsylvania Rally (12/15/2016) Donald Trump Hershey Rally, PA Speech (12/15/2016) Donald Trump THANK YOU Rally in Hershey Donald Trump Rally in Hershey PA	25	News & Politics	PT1H5M13S	3913	2d	hd	false		16	0	0	0	0
101	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	F_PNQNqdzHU	2016-12-22T16:24:32.000Z	2016-12-22 17:24:32	Full Speech: Donald Trump THANK YOU Rally in Mobile, Alabama (12/17/2016) Trump Live Mobile Speech	Watch Live: President-Elect Donald Trump THANK YOU Rally in Mobile, Alabama (12/17/2016) - Donald Trump Kicks Off Victory Tour in Mobile, AL - DONALD TRUMP Mobile LIVE - Trump Live Mobile Speech - THANK YOU Rally Victory Tour Join President-Elect Donald J. Trump and team for the USA Thank You Tour 2016 at the Ladd–Peebles Stadium. - SATURDAY, DECEMBER 17, 2016 - donald trump alabama live Donald J. Trump ​Ladd–Peebles Stadium 3:00 PM Gates open at 11am. Donald Trump Speech in Mobile, Alabama Rally (12/17/2016) Donald Trump Mobile Rally, AL Speech (12/17/2016) Donald Trump THANK YOU Rally in Mobile Donald Trump Rally in Mobile AL	25	News & Politics	PT1H7M16S	4036	2d	hd	false		7	0	0	0	0
102	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	Wk5N-t_McUs	2016-12-22T15:55:36.000Z	2016-12-22 16:55:36	"What Happens If Donald Trump Doesn't Reach 270 Electoral Votes?"	MOX NEWS NEEDS YOUR HELP TO CONTINUE!! Paypal Donations https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=MHT8PM5BPSVC8 My Bitcoin Wallet Is: 18atzCBj9zt7HgMnSYajcpGJwq8BipDcta NEW! My Patreon Page: https://www.patreon.com/moxnews December 18, 2016 MSM News http://MOXNews.com	25	News & Politics	PT4M44S	284	2d	hd	false		1	0	0	0	0
103	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	8PEPPQDKOQE	2016-12-22T15:55:37.000Z	2016-12-22 16:55:37	Donald Trump's Secretive Hand Gesture EXPLAINED	I wanted to talk metaphysics here, but Bitcoin had to be defended. Then Donald Trump had to get elected. Then Hillary Clinton's band of "elite" child abusing misfits had to be outed worldwide. Then I had to get a haircut. But now, with all those things accomplished, here is some metaphysics. Argue away in the comments. :) Donald Trump's hand gesture is far from evil. It's the best. Follow- https://gab.ai/d_seaman Support- https://paypal.me/DavidSeaman Backup- https://vimeo.com/davidseaman Newsletter: http://bit.ly/2d2SQpm https://www.patreon.com/davidseaman	25	News & Politics	PT7M1S	421	2d	hd	false		6	0	0	0	0
104	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	E8fRxnst5I0	2016-12-22T15:52:59.000Z	2016-12-22 16:52:59	Donald Trump Christmas Cold Open - SNL	President-elect Donald Trump (Alec Baldwin) receives a surprise visit from Vladimir Putin (Beck Bennett) and Rex Tillerson (John Goodman).	24	Entertainment	PT5M39S	339	2d	sd	false		46	0	0	0	0
105	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	ZpBEniR-bco	2016-12-22T15:55:59.000Z	2016-12-22 16:55:59	Social Justice Warriors React To Donald Trump Victory #2	Social Justice Warriors React To Donald Trump Victory Trigger Warning - Cringe SJW'S Getting Owned & Triggered By Donald Trumps Victory. Hugh Mungus, SJW, BLM, Feminism, & Protest Fails In One Comp. SJW'S, Black Lives Matter, & Triggered Feminists Rekt VS Racist, Sexist, Misogynistic, Xenophobic, Islamophobic, & Privileged Fails. "Social justice warrior" (commonly abbreviated SJW) is a pejorative term for an individual promoting socially progressive views including feminism,civil rights, multiculturalism, inclusiveness, and identity politics. The accusation of being an SJW carries implications of pursuing personal validation rather than any deep-seated conviction, and being engaged in disingenuous social justice arguments or activism to raise personal reputation. Social justice warriors believe in an extreme left-wing ideology that combines feminism, progressivism, and political correctness into a totalitarian system that attempts to censor speech and promote fringe lifestyles while actively discriminating against men, particularly white men. They are the internet activist arm of Western progressivism that acts as a vigilante group to ensure compliance and homogeny of far left thought. America woke up Wednesday to a new and unexpected reality — Donald J. Trump will be the next president of the United States. In a resounding rebuke to the political establishment, the Manhattan mogul and reality TV star was elected the 45th commander in chief following one of the most bitter and wildly unpredictable campaigns in the nation's history. Trump, in an upset for the ages, defeated former Secretary of State Hillary Clinton by running the table in battleground states across the country — from Florida and North Carolina to Ohio and Pennsylvania. He declared victory Tuesday night before a large crowd of enthusiastic supporters, pledging to help unite the country after his rancorous battle with the Democratic nominee. FEMINAZI,Feminazi,feminist,feminism,compilation,cringe,feminists,social justice warrior,rekt,triggered,sjw,hugh mungus,SJW,FEMINISTS SJW COMPILATION,TRIGGERED FEMINISTS,FEMINIST,crazy,hugh,mungus,fails,Cringe Compilation,Cringe,SJW Cringe Compilation,Feminist Fails,getting owned,rekt feminist videos,SJW 2016,cringe 2016,CRINGE COMPILATION,FEMINIST CRINGE Compilation,feminist rekt fails compilation 2016,BEST FEMINIST CRINGE FAIL COMPILATION 2016,BEST FEMINIST CRINGE,BEST FEMINIST CRINGE COMPILATION 2016,2016,Milo,milo yiannopoulos,sjw,social justicewarriors,protest,feminism,fail,triggly,triggered,angry feminist,owned,crazy feminist,trump 2016,montage,compilation,rekt,MGTOW,cringe,cringes,best cringe,cringe 2016	24	Entertainment	PT10M13S	613	2d	hd	false		140	2	0	0	1
106	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	HhmXXQWstZQ	2016-12-22T15:47:36.000Z	2016-12-22 16:47:36	I Need Feminism because Donald Trump is President	I Need feminism because I'm scared for my sister to grow up in Trump's America... Responding to the old Trump tapes and female hypocrisy. Hint: Ladies, you will be fine!	22	People & Blogs	PT3M43S	223	2d	hd	false		3	0	0	0	0
107	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	zISxFCCL5vY	2016-12-22T16:00:32.000Z	2016-12-22 17:00:32	The O'Reilly Factor 12/19/16 - Donald Trump wins Electoral College Vote, Russian Hacking	The O'Reilly factor 12/19/16 - Donald Trump wins Electoral College Vote, Trump Surpass 270 Electoral College, If Russian Government Hackers Did intrude On the American election, President Obama Must Take Action, President Obama says i Told Putin ''cut it out'' After DNC Hack Talking Point Memo - Phony Stories and Fake News Before today, many in the media reported that Donald Trump could have lost the Electoral College vote due to "unfaithful electors," despite knowing there was no chance that would happen. Talking Points will also tell you about some other examples of "fake news."	22	People & Blogs	PT42M41S	2561	2d	hd	false		6	0	0	0	0
108	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	-c3StllJKwk	2016-12-22T15:41:49.000Z	2016-12-22 16:41:49	Challenge WBS: Donald Trump | Rechtsanwalt Christian Solmecke	Was hält Christian Solmecke von Donald Trump und wie vererbe ich einen YouTube Kanal? Rechtsanwalt Christian Solmecke Christian Solmecke hat sich als Rechtsanwalt und Partner der Kölner Medienrechtskanzlei WILDE BEUGER SOLMECKE auf die Beratung der Internet-, IT- und Medienbranche spezialisiert. So hat er in den vergangenen Jahren den Bereich Internetrecht/E-Commerce der Kanzlei stetig ausgebaut und betreut zahlreiche Medienschaffende, Web 2.0 Plattformen und App-Entwickler. Neben seiner Kanzleitätigkeit ist Solmecke Geschäftsführer des Deutschen Instituts für Kommunikation und Recht im Internet an der Cologne Business School (http://www.dikri.de). Dort beschäftigt er sich insbesondere mit den Rechtsfragen in Sozialen Netzen. Vor seiner Tätigkeit als Anwalt arbeitete er über 10 Jahre als freier Journalist und Radiomoderator (u.a. für den Westdeutschen Rundfunk). http://www.facebook.com/die.aufklaerer Hotline: 0221 / 400 67 550 E-Mail: info@wbs-law.de	25	News & Politics	PT3M42S	222	2d	hd	false		0	0	0	0	0
109	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	RpoMeYiSrOQ	2016-12-22T15:42:15.000Z	2016-12-22 16:42:15	Donald Trump's Win LOCKED IN Today + Blue Lives Still Matter.	Today's the day Donald Trump's electoral win gets locked in and cemented into the history books! Congrats! Also, some thoughts on why Blue Lives Matter, and the mainstream media's toxic scam to make the American people despise their own tax-funded law enforcement officers! Follow- https://gab.ai/d_seaman Support w/ a quick one-time contribution- https://paypal.me/DavidSeaman Backup- https://vimeo.com/davidseaman Newsletter: http://bit.ly/2d2SQpm https://www.patreon.com/davidseaman	25	News & Politics	PT6M7S	367	2d	hd	false		0	0	0	0	0
110	UCU9M5hWgyCqI5qxVTq7zQow	Trump VS Putin	tvh2Js8ZSOg	2016-12-22T15:41:53.000Z	2016-12-22 16:41:53	Bill Maher Just Broke His Silence to Address Donald Trump	Bill Maher talks Trump, Russia and the War on Christmas in an exclusive interview with ATTN:. Read more here: http://attn.link/2hYbyoU	25	News & Politics	PT8M21S	501	2d	hd	false		10	0	0	0	0
